project_id,month,snapshot_date,physical_progress_pct,financial_progress_pct,cumulative_expenditure,revised_cost,cost_overrun_to_date_pct,revised_end_date,schedule_slip_months
PRJ-0183,May,2026-05-15,78.53,73.74,418782.84,687254.75,21.01,2030-12-01,13.91
PRJ-0183,June,2026-06-15,98.16,100.0,567921.88,776471.19,36.72,2030-10-01,12.0
PRJ-0183,July,2026-07-15,100.0,99.06,562608.85,618802.76,8.96,2030-03-01,5.34
PRJ-0184,Feb,2026-02-15,1.63,0.0,0.0,777173.43,7.41,2030-10-15,11.73
PRJ-0184,March,2026-03-15,1.98,3.14,22731.24,785035.58,8.5,2031-01-15,14.9
PRJ-0184,April,2026-04-15,1.24,9.47,68484.81,728951.37,0.75,2030-08-15,10.32
PRJ-0184,May,2026-05-15,4.27,0.0,0.0,753229.42,4.1,2030-09-15,11.3
PRJ-0184,June,2026-06-15,5.56,7.01,50745.79,679190.12,-6.13,2030-05-15,6.98
PRJ-0184,July,2026-07-15,1.56,0.0,0.0,557187.21,-22.99,2030-03-15,5.32
PRJ-0185,Feb,2026-02-15,8.35,6.28,40964.17,824379.97,26.35,2031-04-10,21.15
PRJ-0185,March,2026-03-15,16.71,20.67,134876.21,820780.45,25.8,2030-12-10,17.34
PRJ-0185,April,2026-04-15,25.06,24.88,162365.47,803052.54,23.08,2030-11-10,16.42
PRJ-0185,May,2026-05-15,33.41,31.18,203407.79,767835.33,17.68,2031-01-10,17.66
PRJ-0185,June,2026-06-15,41.77,42.47,277083.86,1146508.65,75.72,2032-04-10,32.96
PRJ-0185,July,2026-07-15,50.12,55.34,361091.1,604419.81,-7.36,2029-09-10,1.97
PRJ-0186,Feb,2026-02-15,1.83,5.6,62407.12,1396691.08,25.44,2032-08-27,20.16
PRJ-0186,March,2026-03-15,0.6,0.0,0.0,1313235.24,17.94,2032-08-27,19.77
PRJ-0186,April,2026-04-15,5.48,10.63,118323.13,1264274.68,13.55,2032-04-27,15.66
PRJ-0186,May,2026-05-15,0.3,0.98,10899.0,1191761.52,7.03,2032-04-27,16.21
PRJ-0186,June,2026-06-15,0.22,3.17,35282.47,2240006.22,101.18,2034-11-27,47.34
PRJ-0186,July,2026-07-15,3.69,0.0,0.0,606267.95,-45.55,2030-12-27,0.0
PRJ-0187,Feb,2026-02-15,20.37,18.57,40238.97,247433.15,14.17,2034-02-20,13.49
PRJ-0187,March,2026-03-15,40.75,32.5,70439.05,240673.76,11.05,2034-03-20,13.55
PRJ-0187,April,2026-04-15,61.12,57.91,125504.19,239326.93,10.43,2033-07-20,5.96
PRJ-0187,May,2026-05-15,81.49,88.54,191889.21,237796.31,9.73,2033-11-20,9.81
PRJ-0187,June,2026-06-15,100.0,98.58,213643.63,294467.44,35.88,2033-11-20,10.49
PRJ-0187,July,2026-07-15,100.0,100.0,216716.22,210249.94,-2.98,2033-01-20,0.0
PRJ-0188,Feb,2026-02-15,24.72,24.45,67072.99,768019.73,180.0,2035-03-12,76.2
PRJ-0188,March,2026-03-15,49.44,42.05,115345.81,768019.73,180.0,2034-07-12,68.44
PRJ-0188,April,2026-04-15,74.16,81.01,222191.03,760628.43,177.31,2034-05-12,65.65
PRJ-0188,May,2026-05-15,98.88,99.02,271597.86,702702.86,156.19,2033-01-12,49.59
PRJ-0188,June,2026-06-15,100.0,100.0,274292.76,641687.83,133.94,2032-12-12,48.57
PRJ-0188,July,2026-07-15,100.0,98.48,270110.83,129431.5,-52.81,2028-11-12,0.0
PRJ-0189,Feb,2026-02-15,17.55,20.97,136839.79,1039579.31,59.32,2031-05-20,28.0
PRJ-0189,March,2026-03-15,35.1,33.28,217153.87,1011004.33,54.94,2031-04-20,26.74
PRJ-0189,April,2026-04-15,52.65,54.87,358037.42,989516.27,51.64,2030-11-20,22.26
PRJ-0189,May,2026-05-15,70.2,76.17,496999.77,954375.68,46.26,2030-07-20,18.1
PRJ-0189,June,2026-06-15,87.75,86.98,567580.29,1048781.49,60.73,2030-12-20,22.6
PRJ-0189,July,2026-07-15,100.0,100.0,652527.65,728826.04,11.69,2029-04-20,2.54
PRJ-0190,Feb,2026-02-15,13.53,17.51,109590.46,739214.15,18.1,2033-10-02,17.13
PRJ-0190,March,2026-03-15,27.07,25.91,162189.38,743496.6,18.79,2033-08-02,15.31
PRJ-0190,April,2026-04-15,40.6,44.22,276755.46,736886.78,17.73,2033-05-02,11.95
PRJ-0190,May,2026-05-15,54.13,52.87,330920.13,760551.97,21.51,2033-06-02,13.07
PRJ-0190,June,2026-06-15,67.67,67.76,424131.95,757357.28,21.0,2033-04-02,10.63
PRJ-0190,July,2026-07-15,81.2,84.77,530619.59,735323.73,17.48,2032-12-02,7.05
PRJ-0191,Feb,2026-02-15,16.12,15.17,38234.79,311741.68,23.7,2032-03-26,18.02
PRJ-0191,March,2026-03-15,32.25,28.1,70810.82,300171.26,19.11,2031-11-26,13.76
PRJ-0191,April,2026-04-15,48.37,48.24,121558.32,301888.77,19.79,2031-09-26,12.15
PRJ-0191,May,2026-05-15,64.49,70.7,178159.57,292314.57,15.99,2031-09-26,12.37
PRJ-0191,June,2026-06-15,80.61,78.63,198161.42,341303.36,35.43,2032-03-26,18.36
PRJ-0191,July,2026-07-15,96.74,95.67,241086.7,237553.11,-5.74,2030-09-26,0.0
PRJ-0192,Feb,2026-02-15,1.69,0.0,0.0,7924.48,-3.0,2030-03-23,8.78
PRJ-0192,March,2026-03-15,3.38,5.29,432.17,7814.14,-4.35,2030-03-23,9.43
PRJ-0192,April,2026-04-15,5.07,5.28,431.24,7749.34,-5.14,2030-01-23,7.3
PRJ-0192,May,2026-05-15,6.76,11.29,922.22,7830.77,-4.14,2030-04-23,9.58
PRJ-0192,June,2026-06-15,8.45,9.95,812.68,9747.64,19.32,2030-08-23,13.69
PRJ-0192,July,2026-07-15,10.15,22.55,1842.38,6873.64,-15.86,2029-11-23,4.99
PRJ-0193,Feb,2026-02-15,6.79,17.08,220947.71,1393056.52,7.67,2032-07-07,15.11
PRJ-0193,March,2026-03-15,13.58,14.71,190267.17,1341731.85,3.7,2032-01-07,9.1
PRJ-0193,April,2026-04-15,20.37,16.54,214051.65,1378573.0,6.55,2032-04-07,12.0
PRJ-0193,May,2026-05-15,27.16,24.97,323082.13,1321140.13,2.11,2032-04-07,12.45
PRJ-0193,June,2026-06-15,33.95,31.71,410262.76,1595193.31,23.29,2032-06-07,13.79
PRJ-0193,July,2026-07-15,40.73,35.73,462285.84,1177512.35,-8.99,2031-08-07,4.19
PRJ-0194,Feb,2026-02-15,17.97,21.93,24959.47,130813.67,14.95,2031-03-17,19.27
PRJ-0194,March,2026-03-15,35.94,34.55,39322.97,127855.72,12.35,2030-11-17,14.54
PRJ-0194,April,2026-04-15,53.91,56.17,63927.75,126599.89,11.24,2030-08-17,11.91
PRJ-0194,May,2026-05-15,71.88,74.08,84302.38,127430.24,11.97,2030-07-17,11.09
PRJ-0194,June,2026-06-15,89.84,89.6,101964.79,179069.64,57.35,2031-04-17,20.23
PRJ-0194,July,2026-07-15,100.0,100.0,113803.73,101974.54,-10.39,2029-08-17,0.0
PRJ-0195,Feb,2026-02-15,60.23,58.49,574035.27,1169865.61,19.2,2032-02-11,13.52
PRJ-0195,March,2026-03-15,100.0,100.0,981389.81,1163722.28,18.58,2031-07-11,6.83
PRJ-0195,April,2026-04-15,100.0,92.87,911368.63,1140695.37,16.23,2031-02-11,2.44
PRJ-0195,May,2026-05-15,100.0,100.0,981389.81,1103927.04,12.49,2031-02-11,1.65
PRJ-0195,June,2026-06-15,100.0,100.0,981389.81,1277386.33,30.16,2031-10-11,10.07
PRJ-0195,July,2026-07-15,100.0,100.0,981389.81,998769.99,1.77,2030-12-11,0.0
PRJ-0196,Feb,2026-02-15,26.27,27.8,1895.0,9011.7,32.19,2037-01-08,18.48
PRJ-0196,March,2026-03-15,52.53,50.21,3423.06,8935.76,31.08,2037-03-08,19.69
PRJ-0196,April,2026-04-15,78.8,82.03,5591.75,8289.74,21.6,2036-07-08,11.57
PRJ-0196,May,2026-05-15,100.0,96.64,6587.83,8071.38,18.4,2036-04-08,8.59
PRJ-0196,June,2026-06-15,100.0,98.97,6746.51,12045.02,76.69,2037-10-08,26.91
PRJ-0196,July,2026-07-15,100.0,98.61,6722.58,4923.56,-27.78,2035-07-08,0.0
PRJ-0197,Feb,2026-02-15,31.1,31.61,352814.98,1407576.0,26.11,2033-01-10,16.08
PRJ-0197,March,2026-03-15,62.21,55.11,615145.89,1403834.54,25.77,2032-12-10,14.93
PRJ-0197,April,2026-04-15,93.31,93.08,1038961.11,1382668.99,23.88,2032-05-10,8.38
PRJ-0197,May,2026-05-15,100.0,100.0,1116172.84,1334350.38,19.55,2032-01-10,4.5
PRJ-0197,June,2026-06-15,100.0,100.0,1116172.84,1514320.94,35.67,2032-12-10,15.46
PRJ-0197,July,2026-07-15,100.0,97.85,1092209.14,1172850.23,5.08,2031-12-10,2.62
PRJ-0198,Feb,2026-02-15,10.18,14.85,137419.37,1051372.24,13.6,2033-08-15,13.0
PRJ-0198,March,2026-03-15,20.35,23.24,215072.89,1010950.63,9.23,2033-10-15,14.96
PRJ-0198,April,2026-04-15,30.53,30.62,283424.96,981252.71,6.02,2033-03-15,7.68
PRJ-0198,May,2026-05-15,40.7,44.05,407695.77,959981.73,3.72,2033-03-15,7.55
PRJ-0198,June,2026-06-15,50.88,46.36,429062.3,1476307.02,59.51,2034-08-15,25.43
PRJ-0198,July,2026-07-15,61.05,61.34,567766.95,699725.11,-24.4,2032-07-15,0.0
PRJ-0199,Feb,2026-02-15,15.03,14.65,146148.54,1131189.33,13.41,2030-02-25,14.82
PRJ-0199,March,2026-03-15,30.07,19.38,193279.27,1102002.47,10.49,2029-11-25,12.47
PRJ-0199,April,2026-04-15,45.1,51.05,509144.8,1080923.78,8.37,2029-10-25,11.45
PRJ-0199,May,2026-05-15,60.14,65.11,649366.68,1055031.44,5.78,2029-05-25,6.28
PRJ-0199,June,2026-06-15,75.17,75.96,757626.39,1164920.07,16.8,2029-07-25,8.45
PRJ-0199,July,2026-07-15,90.21,91.57,913304.77,1008732.94,1.14,2029-01-25,1.98
PRJ-0200,Feb,2026-02-15,26.04,31.0,275037.59,1167124.89,31.55,2031-06-15,19.74
PRJ-0200,March,2026-03-15,52.09,58.98,523219.5,1105424.0,24.6,2031-04-15,17.6
PRJ-0200,April,2026-04-15,78.13,76.32,677092.54,1074176.56,21.08,2030-11-15,12.93
PRJ-0200,May,2026-05-15,100.0,100.0,887184.27,1053844.15,18.79,2030-04-15,5.93
PRJ-0200,June,2026-06-15,100.0,99.91,886413.89,1488380.51,67.76,2031-08-15,22.39
PRJ-0200,July,2026-07-15,100.0,100.0,887184.27,729993.4,-17.72,2029-10-15,0.0
PRJ-0201,Feb,2026-02-15,26.38,21.44,7316.47,49139.5,43.97,2036-12-28,25.57
PRJ-0201,March,2026-03-15,52.76,63.13,21547.92,46870.38,37.33,2036-08-28,21.65
PRJ-0201,April,2026-04-15,79.14,80.14,27350.84,45979.6,34.72,2036-01-28,14.98
PRJ-0201,May,2026-05-15,100.0,93.04,31756.82,43906.35,28.64,2035-06-28,8.28
PRJ-0201,June,2026-06-15,100.0,91.58,31256.39,61353.7,79.76,2037-01-28,26.83
PRJ-0201,July,2026-07-15,100.0,99.14,33836.84,32179.99,-5.72,2034-10-28,0.0
PRJ-0202,Feb,2026-02-15,17.16,14.09,163563.26,1785345.71,53.82,2030-10-26,27.24
PRJ-0202,March,2026-03-15,34.33,32.65,378944.86,1743502.95,50.21,2030-06-26,23.27
PRJ-0202,April,2026-04-15,51.49,51.96,603130.08,1669046.81,43.8,2029-12-26,17.21
PRJ-0202,May,2026-05-15,68.66,72.13,837165.99,1612976.75,38.97,2030-01-26,18.3
PRJ-0202,June,2026-06-15,85.82,90.82,1054170.61,2355226.41,102.92,2031-12-26,40.62
PRJ-0202,July,2026-07-15,100.0,100.0,1160673.67,1156990.9,-0.32,2028-07-26,0.22
PRJ-0203,Feb,2026-02-15,3.65,0.9,18036.93,2209275.51,10.46,2034-02-26,16.05
PRJ-0203,March,2026-03-15,7.3,0.0,0.0,2231832.76,11.59,2033-10-26,12.27
PRJ-0203,April,2026-04-15,10.95,7.42,148335.88,2189863.29,9.49,2034-01-26,14.84
PRJ-0203,May,2026-05-15,14.6,18.86,377187.2,2212464.81,10.62,2034-01-26,15.47
PRJ-0203,June,2026-06-15,18.25,20.68,413627.76,2549979.78,27.5,2034-06-26,19.85
PRJ-0203,July,2026-07-15,21.9,25.58,511500.3,2031101.64,1.56,2033-09-26,10.67
PRJ-0204,Feb,2026-02-15,31.72,25.92,74265.5,451646.14,57.64,2035-03-07,31.19
PRJ-0204,March,2026-03-15,63.44,58.88,168690.79,419464.73,46.41,2034-04-07,20.16
PRJ-0204,April,2026-04-15,95.17,88.93,254794.21,402737.47,40.57,2033-12-07,16.08
PRJ-0204,May,2026-05-15,100.0,100.0,286500.02,390634.38,36.35,2033-08-07,11.85
PRJ-0204,June,2026-06-15,100.0,99.88,286151.32,627647.61,119.07,2036-05-07,45.05
PRJ-0204,July,2026-07-15,100.0,96.17,275533.44,155934.74,-45.57,2032-08-07,0.0
PRJ-0205,Feb,2026-02-15,9.51,8.56,92890.79,1271097.03,17.15,2033-06-27,15.96
PRJ-0205,March,2026-03-15,19.01,18.98,205966.51,1234708.07,13.8,2033-01-27,11.07
PRJ-0205,April,2026-04-15,28.52,26.72,289860.66,1228568.49,13.23,2033-06-27,15.73
PRJ-0205,May,2026-05-15,38.03,42.71,463358.72,1208149.41,11.35,2032-11-27,9.39
PRJ-0205,June,2026-06-15,47.53,42.56,461801.09,1398267.78,28.87,2033-05-27,14.99
PRJ-0205,July,2026-07-15,57.04,62.99,683423.99,1098189.15,1.22,2032-05-27,3.28
PRJ-0206,Feb,2026-02-15,0.09,3.47,51622.01,1764289.12,18.6,2032-05-02,19.07
PRJ-0206,March,2026-03-15,0.18,0.33,4981.19,1715336.32,15.31,2032-04-02,18.1
PRJ-0206,April,2026-04-15,0.28,3.42,50892.78,1720286.17,15.65,2032-06-02,19.87
PRJ-0206,May,2026-05-15,0.13,0.0,0.0,1632741.84,9.76,2032-01-02,14.93
PRJ-0206,June,2026-06-15,0.46,0.0,0.0,1986514.87,33.54,2032-12-02,26.22
PRJ-0206,July,2026-07-15,0.55,0.0,0.0,1355505.37,-8.88,2031-08-02,10.11
PRJ-0207,Feb,2026-02-15,19.37,21.86,1705.01,11633.19,49.18,2032-06-07,25.63
PRJ-0207,March,2026-03-15,38.74,34.41,2683.56,11013.79,41.24,2032-02-07,21.66
PRJ-0207,April,2026-04-15,58.11,64.84,5056.66,10539.7,35.16,2031-10-07,18.5
PRJ-0207,May,2026-05-15,77.48,77.35,6031.84,10156.83,30.25,2031-07-07,15.5
PRJ-0207,June,2026-06-15,96.85,96.29,7508.67,13150.7,68.64,2032-02-07,22.22
PRJ-0207,July,2026-07-15,100.0,100.0,7798.08,7529.64,-3.44,2030-04-07,0.0
PRJ-0208,Feb,2026-02-15,13.8,12.37,2117.45,19493.92,13.9,2033-08-24,14.3
PRJ-0208,March,2026-03-15,27.61,27.92,4778.31,19048.22,11.29,2033-06-24,12.28
PRJ-0208,April,2026-04-15,41.41,42.21,7223.81,19292.98,12.72,2033-07-24,12.98
PRJ-0208,May,2026-05-15,55.22,57.43,9828.71,19539.99,14.17,2033-04-24,9.85
PRJ-0208,June,2026-06-15,69.02,64.84,11098.21,19198.64,12.17,2033-01-24,6.79
PRJ-0208,July,2026-07-15,82.82,79.68,13637.16,19333.58,12.96,2033-01-24,6.79
PRJ-0209,Feb,2026-02-15,16.43,12.06,36225.29,320891.94,6.82,2030-09-11,13.26
PRJ-0209,March,2026-03-15,32.87,31.26,93895.45,321557.22,7.04,2030-06-11,10.09
PRJ-0209,April,2026-04-15,49.3,42.06,126353.27,311342.65,3.64,2030-07-11,11.29
PRJ-0209,May,2026-05-15,65.74,54.91,164957.29,303999.08,1.19,2029-12-11,4.33
PRJ-0209,June,2026-06-15,82.17,81.11,243665.84,391281.34,30.25,2030-08-11,11.89
PRJ-0209,July,2026-07-15,98.6,98.15,294864.26,229060.39,-23.75,2029-08-11,0.0
PRJ-0210,Feb,2026-02-15,9.15,6.58,3482.46,55924.15,5.63,2035-09-21,12.6
PRJ-0210,March,2026-03-15,18.29,20.49,10846.78,53267.94,0.61,2035-10-21,13.56
PRJ-0210,April,2026-04-15,27.44,21.37,11313.39,53192.64,0.47,2035-02-21,6.1
PRJ-0210,May,2026-05-15,36.59,35.52,18803.97,51587.81,-2.56,2034-11-21,3.27
PRJ-0210,June,2026-06-15,45.74,41.39,21914.41,64980.74,22.73,2036-01-21,17.45
PRJ-0210,July,2026-07-15,54.88,53.89,28532.3,46062.39,-13.0,2034-10-21,1.74
PRJ-0211,Feb,2026-02-15,13.26,11.96,2108.29,21903.16,24.23,2034-09-04,20.79
PRJ-0211,March,2026-03-15,26.52,33.46,5898.86,21416.63,21.47,2034-02-04,13.68
PRJ-0211,April,2026-04-15,39.77,35.71,6295.93,21765.24,23.45,2034-03-04,15.43
PRJ-0211,May,2026-05-15,53.03,51.66,9108.02,20821.64,18.09,2034-02-04,13.57
PRJ-0211,June,2026-06-15,66.29,71.05,12527.67,24671.33,39.93,2034-05-04,17.21
PRJ-0211,July,2026-07-15,79.55,76.42,13474.09,18997.0,7.75,2033-03-04,3.18
PRJ-0212,Feb,2026-02-15,7.35,11.83,53552.3,714258.72,57.83,2031-07-20,30.19
PRJ-0212,March,2026-03-15,14.69,16.53,74810.49,676492.34,49.48,2030-12-20,22.92
PRJ-0212,April,2026-04-15,22.04,21.18,95863.47,675396.64,49.24,2031-07-20,30.25
PRJ-0212,May,2026-05-15,29.38,33.06,149593.57,637856.74,40.95,2030-12-20,22.6
PRJ-0212,June,2026-06-15,36.73,31.25,141419.31,749408.92,65.6,2031-09-20,31.74
PRJ-0212,July,2026-07-15,44.07,51.21,231774.38,511168.35,12.95,2030-02-20,13.26
PRJ-0213,Feb,2026-02-15,13.56,15.66,35541.09,290314.89,27.9,2032-04-15,20.8
PRJ-0213,March,2026-03-15,27.11,29.76,67545.97,282192.85,24.32,2031-12-15,17.23
PRJ-0213,April,2026-04-15,40.67,43.46,98640.46,277807.98,22.39,2031-10-15,14.67
PRJ-0213,May,2026-05-15,54.23,56.63,128540.91,271413.69,19.57,2031-07-15,12.21
PRJ-0213,June,2026-06-15,67.79,65.97,149747.65,308351.51,35.85,2031-09-15,13.99
PRJ-0213,July,2026-07-15,81.34,87.53,198684.63,250764.89,10.48,2031-03-15,7.67
PRJ-0214,Feb,2026-02-15,13.52,13.33,18077.14,173247.39,27.77,2033-10-04,23.63
PRJ-0214,March,2026-03-15,27.05,29.12,39481.94,165090.26,21.75,2033-07-04,20.51
PRJ-0214,April,2026-04-15,40.57,39.51,53575.3,166453.3,22.76,2032-11-04,12.76
PRJ-0214,May,2026-05-15,54.09,51.01,69165.96,167201.15,23.31,2032-11-04,13.48
PRJ-0214,June,2026-06-15,67.61,73.84,100122.78,176882.37,30.45,2033-03-04,16.85
PRJ-0214,July,2026-07-15,81.14,76.52,103754.59,153048.11,12.87,2032-08-04,9.84
PRJ-0215,Feb,2026-02-15,4.94,7.92,127465.18,1846311.65,14.71,2032-06-27,15.81
PRJ-0215,March,2026-03-15,9.88,6.99,112511.33,1820960.92,13.14,2032-06-27,15.54
PRJ-0215,April,2026-04-15,14.83,13.43,216184.11,1807422.89,12.3,2032-05-27,15.29
PRJ-0215,May,2026-05-15,19.77,25.85,416024.56,1656828.2,2.94,2031-12-27,9.7
PRJ-0215,June,2026-06-15,24.71,24.22,389769.2,2079982.1,29.23,2032-10-27,20.49
PRJ-0215,July,2026-07-15,29.65,27.84,448111.26,1378699.33,-14.34,2031-08-27,5.61
PRJ-0216,Feb,2026-02-15,6.23,1.93,10516.64,658057.56,20.74,2033-11-14,19.01
PRJ-0216,March,2026-03-15,12.46,10.3,56116.76,649437.48,19.16,2033-09-14,17.1
PRJ-0216,April,2026-04-15,18.68,16.22,88401.85,639164.95,17.27,2033-08-14,15.55
PRJ-0216,May,2026-05-15,24.91,34.3,186925.86,620197.18,13.79,2033-08-14,15.96
PRJ-0216,June,2026-06-15,31.14,35.83,195285.77,699503.92,28.34,2033-06-14,14.22
PRJ-0216,July,2026-07-15,37.37,35.77,194973.45,536581.72,-1.55,2032-08-14,4.22
PRJ-0217,Feb,2026-02-15,17.33,18.72,101899.98,667640.66,22.65,2032-04-07,16.81
PRJ-0217,March,2026-03-15,34.66,34.24,186412.76,667819.65,22.68,2032-06-07,19.33
PRJ-0217,April,2026-04-15,51.99,54.96,299174.24,639061.36,17.4,2031-11-07,11.73
PRJ-0217,May,2026-05-15,69.32,71.85,391101.23,628088.98,15.38,2031-07-07,8.47
PRJ-0217,June,2026-06-15,86.65,74.4,404975.22,755935.05,38.87,2032-05-07,17.75
PRJ-0217,July,2026-07-15,100.0,100.0,544352.49,547210.42,0.53,2030-11-07,0.15
PRJ-0218,Feb,2026-02-15,0.99,2.92,19645.58,919734.58,36.51,2036-07-28,23.49
PRJ-0218,March,2026-03-15,1.33,0.0,0.0,908451.79,34.83,2036-10-28,26.21
PRJ-0218,April,2026-04-15,3.26,7.9,53213.2,894643.45,32.78,2036-07-28,22.68
PRJ-0218,May,2026-05-15,0.82,0.0,0.0,879217.24,30.49,2036-08-28,24.09
PRJ-0218,June,2026-06-15,5.44,3.49,23528.56,998414.54,48.18,2036-12-28,28.21
PRJ-0218,July,2026-07-15,6.53,0.0,0.0,804621.51,19.42,2036-02-28,17.55
PRJ-0219,Feb,2026-02-15,1.98,1.83,21948.41,1350849.1,12.93,2036-08-11,18.28
PRJ-0219,March,2026-03-15,3.96,2.46,29457.37,1319765.88,10.33,2036-02-11,12.38
PRJ-0219,April,2026-04-15,5.94,5.57,66643.32,1325135.39,10.78,2036-03-11,13.36
PRJ-0219,May,2026-05-15,7.92,3.11,37162.17,1281587.2,7.14,2036-01-11,11.48
PRJ-0219,June,2026-06-15,9.9,5.63,67395.95,1811647.4,51.46,2037-10-11,31.54
PRJ-0219,July,2026-07-15,11.88,13.75,164431.63,945211.01,-20.98,2035-04-11,1.56
PRJ-0220,Feb,2026-02-15,58.42,56.05,1121012.5,2176597.64,8.83,2029-02-19,9.45
PRJ-0220,March,2026-03-15,100.0,93.48,1869629.11,2186953.84,9.35,2028-07-19,1.59
PRJ-0220,April,2026-04-15,100.0,98.33,1966632.94,2082175.88,4.11,2028-06-19,0.77
PRJ-0220,May,2026-05-15,100.0,100.0,2000000.0,2016783.07,0.84,2028-05-19,0.0
PRJ-0220,June,2026-06-15,100.0,100.0,2000000.0,2721399.93,36.07,2029-06-19,12.56
PRJ-0220,July,2026-07-15,100.0,94.61,1892105.95,1590591.61,-20.47,2028-05-19,0.0
PRJ-0221,Feb,2026-02-15,16.2,21.96,97034.13,514173.06,16.36,2029-08-11,14.91
PRJ-0221,March,2026-03-15,32.39,30.2,133445.22,507628.05,14.88,2029-06-11,12.94
PRJ-0221,April,2026-04-15,48.59,45.26,200007.83,509227.12,15.24,2028-12-11,7.46
PRJ-0221,May,2026-05-15,64.78,66.22,292613.48,503563.37,13.96,2029-02-11,9.39
PRJ-0221,June,2026-06-15,80.98,88.8,392379.84,510615.38,15.56,2029-02-11,9.25
PRJ-0221,July,2026-07-15,97.17,100.0,441869.54,510291.74,15.48,2029-02-11,9.18
PRJ-0222,Feb,2026-02-15,11.56,14.05,61800.15,512435.69,16.47,2029-09-01,14.94
PRJ-0222,March,2026-03-15,23.12,13.7,60287.43,511811.5,16.33,2029-12-01,18.39
PRJ-0222,April,2026-04-15,34.69,36.51,160619.01,509023.9,15.7,2029-10-01,16.25
PRJ-0222,May,2026-05-15,46.25,52.02,228886.73,508677.38,15.62,2029-03-01,9.43
PRJ-0222,June,2026-06-15,57.81,62.16,273467.23,640433.16,45.57,2030-03-01,21.43
PRJ-0222,July,2026-07-15,69.37,64.7,284637.17,458801.7,4.28,2028-11-01,4.6
PRJ-0223,Feb,2026-02-15,43.55,49.98,74651.11,169935.46,13.79,2035-08-25,10.48
PRJ-0223,March,2026-03-15,87.09,82.2,122770.48,167416.84,12.1,2035-02-25,3.61
PRJ-0223,April,2026-04-15,100.0,95.55,142702.82,163007.98,9.15,2035-03-25,4.68
PRJ-0223,May,2026-05-15,100.0,95.15,142101.23,153701.03,2.91,2034-10-25,0.0
PRJ-0223,June,2026-06-15,100.0,98.89,147690.91,271692.81,81.92,2037-03-25,28.74
PRJ-0223,July,2026-07-15,100.0,100.0,149347.79,103792.34,-30.5,2034-10-25,0.0
PRJ-0224,Feb,2026-02-15,1.3,0.6,1821.19,441784.77,44.6,2034-10-05,24.54
PRJ-0224,March,2026-03-15,2.07,0.47,1425.74,428376.04,40.21,2034-10-05,25.04
PRJ-0224,April,2026-04-15,3.49,0.85,2581.76,417886.49,36.78,2034-12-05,27.41
PRJ-0224,May,2026-05-15,5.19,1.97,6007.62,407231.27,33.29,2034-08-05,23.22
PRJ-0224,June,2026-06-15,2.85,7.71,23566.94,450721.72,47.52,2034-12-05,27.09
PRJ-0224,July,2026-07-15,0.54,0.71,2156.32,312993.46,2.44,2034-01-05,15.77
PRJ-0225,Feb,2026-02-15,13.4,13.72,159541.68,1418103.5,21.92,2037-04-06,17.25
PRJ-0225,March,2026-03-15,26.8,21.95,255343.15,1383477.47,18.94,2037-04-06,16.53
PRJ-0225,April,2026-04-15,40.21,44.6,518765.24,1379585.52,18.61,2036-10-06,11.1
PRJ-0225,May,2026-05-15,53.61,58.21,677078.87,1399783.73,20.34,2036-07-06,8.38
PRJ-0225,June,2026-06-15,67.01,65.31,759666.66,1571870.11,35.14,2037-04-06,16.54
PRJ-0225,July,2026-07-15,80.41,83.32,969128.7,1336801.14,14.93,2036-07-06,8.12
PRJ-0226,Feb,2026-02-15,27.05,30.66,491264.43,1811151.97,13.02,2036-09-16,9.7
PRJ-0226,March,2026-03-15,54.1,51.8,830190.26,1848153.24,15.33,2037-01-16,13.86
PRJ-0226,April,2026-04-15,81.15,85.4,1368528.37,1802940.91,12.5,2036-04-16,5.26
PRJ-0226,May,2026-05-15,100.0,98.99,1586320.76,1825956.58,13.94,2036-07-16,8.04
PRJ-0226,June,2026-06-15,100.0,100.0,1602550.79,1830374.43,14.22,2035-12-16,0.65
PRJ-0226,July,2026-07-15,100.0,100.0,1602550.79,1779951.94,11.07,2036-03-16,4.32
PRJ-0227,Feb,2026-02-15,4.57,3.23,312.29,11710.46,21.26,2036-03-18,17.07
PRJ-0227,March,2026-03-15,9.14,14.05,1356.66,11571.28,19.82,2036-06-18,19.92
PRJ-0227,April,2026-04-15,13.71,17.21,1662.06,11400.16,18.05,2036-04-18,18.41
PRJ-0227,May,2026-05-15,18.28,15.51,1497.32,11237.94,16.37,2035-12-18,14.27
PRJ-0227,June,2026-06-15,22.85,22.68,2190.02,14070.64,45.7,2036-09-18,23.16
PRJ-0227,July,2026-07-15,27.42,30.74,2968.87,9531.12,-1.3,2035-05-18,7.16
PRJ-0228,Feb,2026-02-15,16.75,21.71,112284.07,792835.17,53.28,2031-04-28,25.98
PRJ-0228,March,2026-03-15,33.5,37.63,194633.58,776367.65,50.09,2031-03-28,25.14
PRJ-0228,April,2026-04-15,50.25,51.93,268594.47,752047.59,45.39,2031-01-28,22.55
PRJ-0228,May,2026-05-15,67.0,69.25,358195.23,720089.07,39.21,2030-06-28,15.72
PRJ-0228,June,2026-06-15,83.75,88.42,457368.77,918827.7,77.63,2031-07-28,29.49
PRJ-0228,July,2026-07-15,100.0,99.54,514882.06,549339.48,6.2,2029-05-28,2.56
PRJ-0229,Feb,2026-02-15,2.05,0.0,0.0,146466.82,51.08,2037-11-13,29.67
